Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Fraction 15	Fraction 16	Fraction 17	Fraction 18	Q-value	Score	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity not corrected 0	Reporter intensity not corrected 1	Reporter intensity not corrected 2	Reporter intensity not corrected 3	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Intensity	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
O43143	O43143	26	26	25	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	>sp|O43143|DHX15_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	1	26	26	25	34.6	34.6	33.5	90.932	795	795	10		5	2	4	1	1	1	2	3	1	4	3	4	4	1	2	4	2	0	123.06	175040	149680	163440	189390	175040	149680	163440	189390	28	28	28	28	7805200000	44				280	1263;3190;3870;9122;9739;10874;13545;15324;15325;16196;18162;19631;22444;22445;27543;31105;31367;32044;32753;33354;33662;34642;35043;35696;38887;39200	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1313;3331;3332;4048;4049;9524;10169;11357;14137;16009;16010;16918;18977;20500;23424;23425;28981;32684;32685;32973;33687;34430;35068;35388;35389;36424;36856;37534;40878;41202	2056;5154;5155;5156;5157;6270;6271;14627;14628;14629;15618;17448;21754;21755;25011;25012;25013;26473;29655;31876;31877;36271;36272;44690;50130;50131;50547;50548;51604;52756;53771;54325;54326;54327;54328;54329;55843;55844;56512;57580;57581;62813;62814;63321	2145;5307;5308;5309;5310;6455;6456;15025;15026;15027;16040;17929;22331;22332;25698;25699;25700;27224;30476;32730;32731;37227;37228;45832;51388;51389;51822;51823;52898;54111;55144;55729;55730;55731;55732;55733;57273;57274;57958;59081;59082;64461;64462;64992	2145;5310;6456;15025;16040;17929;22331;25699;25700;27224;30476;32730;37227;37228;45832;51388;51823;52898;54111;55144;55732;57273;57958;59081;64462;64992	91;92;93;94	68;273;494;655
O43148	O43148	8	8	8	mRNA cap guanine-N7 methyltransferase	RNMT	>sp|O43148|MCES_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens GN=RNMT PE=1 SV=1	1	8	8	8	21.2	21.2	21.2	54.843	476	476	12.4				1		1					2	1	1			1	3		0	56.204	46812	46328	52660	52950	46812	46328	52660	52950	8	8	8	8	1013400000	10				281	4997;8938;18070;22813;24442;29112;32306;33085	True;True;True;True;True;True;True;True	5223;9334;18882;23804;25655;30605;33955;34781	8033;14332;29515;36808;39624;47025;51998;51999;53314;53315	8263;14724;30334;37781;40640;48192;53318;53319;54682;54683	8263;14724;30334;37781;40640;48192;53319;54682		
O43149	O43149	2	2	2	Zinc finger ZZ-type and EF-hand domain-containing protein 1	ZZEF1	>sp|O43149|ZZEF1_HUMAN Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens GN=ZZEF1 PE=1 SV=6	1	2	2	2	0.6	0.6	0.6	331.07	2961	2961	6		1								1									0	7.3307	0	0	0	0	0	0	0	0	0	0	0	0	99203000	2				282	3586;29577	True;True	3749;31089	5816;47727	5998;48901	5998;48901		
O43156	O43156	4	4	4	TELO2-interacting protein 1 homolog	TTI1	>sp|O43156|TTI1_HUMAN TELO2-interacting protein 1 homolog OS=Homo sapiens GN=TTI1 PE=1 SV=3	1	4	4	4	4.1	4.1	4.1	122.07	1089	1089	4.25	1	1		1						1									0	12.597	20303	19861	19941	22463	20303	19861	19941	22463	2	2	2	2	102620000	4				283	19254;34342;35103;37231	True;True;True;True	20106;36111;36920;39155	31221;55397;56613;60161	32059;56821;58059;61738	32059;56821;58059;61738		
O43159	O43159	3	3	3	Ribosomal RNA-processing protein 8	RRP8	>sp|O43159|RRP8_HUMAN Ribosomal RNA-processing protein 8 OS=Homo sapiens GN=RRP8 PE=1 SV=2	1	3	3	3	10.3	10.3	10.3	50.714	456	456	9.5			1	1											1	1			0	18.391	9237.1	5926.5	6257.8	5712.2	9237.1	5926.5	6257.8	5712.2	2	2	2	2	294840000	4				284	13919;20163;26795	True;True;True	14531;21043;28201	22396;32684;32685;43577	22997;33555;33556;44705	22997;33555;44705		
O43164	O43164	1	1	1	E3 ubiquitin-protein ligase Praja-2	PJA2	>sp|O43164|PJA2_HUMAN E3 ubiquitin-protein ligase Praja-2 OS=Homo sapiens GN=PJA2 PE=1 SV=4	1	1	1	1	2.1	2.1	2.1	78.213	708	708	13													1						0	4.2781	0	0	0	0	0	0	0	0	0	0	0	0	14418000	1				285	39297	True	41305	63491	65168	65168		
O43169	O43169	4	4	4	Cytochrome b5 type B	CYB5B	>sp|O43169|CYB5B_HUMAN Cytochrome b5 type B OS=Homo sapiens GN=CYB5B PE=1 SV=2	1	4	4	4	21.9	21.9	21.9	16.332	146	146	8.25						1		1	1	1									0	13.849	4419.2	3163.5	2977.3	3150.3	4419.2	3163.5	2977.3	3150.3	2	2	2	2	2906200000	4				286	8244;13091;19819;26135	True;True;True;True	8598;13675;20692;27507	13246;21058;32157;42516	13623;21618;33017;43626	13623;21618;33017;43626		
O43172	O43172	12	12	12	U4/U6 small nuclear ribonucleoprotein Prp4	PRPF4	>sp|O43172|PRP4_HUMAN U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2	1	12	12	12	27.4	27.4	27.4	58.449	522	522	9.78		1	1	1	2	2		2	2				1	1		2	2	1	0	107	63215	48041	48614	52469	63215	48041	48614	52469	10	10	10	10	1820900000	19				287	1937;2564;6145;7473;9790;17092;20609;23529;23531;25317;32196;34472	True;True;True;True;True;True;True;True;True;True;True;True	2015;2686;6427;7804;10221;17869;21513;24541;24543;26643;33843;36247	3182;3183;3184;4201;9908;9909;12069;15701;28023;33439;33440;37930;37933;41167;41168;51840;55598;55599	3284;3285;3286;4330;10198;10199;12413;16134;28822;34327;34328;34329;38924;38927;42234;42235;53139;57026;57027	3286;4330;10199;12413;16134;28822;34328;38924;38927;42235;53139;57026		
O43175	O43175	17	17	17	D-3-phosphoglycerate dehydrogenase	PHGDH	>sp|O43175|SERA_HUMAN D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	1	17	17	17	38.5	38.5	38.5	56.65	533	533	7.73	1	2		6	1	5	1	2			1		2	2	1		2		0	146.46	98309	113620	137630	146840	98309	113620	137630	146840	20	20	20	20	5646600000	26				288	1271;2175;3787;4000;5376;11964;13461;16101;24499;24814;26719;27347;27432;27433;34340;36674;37571	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1321;2263;3961;4189;5612;12500;14053;16817;25732;26118;28119;28780;28866;28867;36108;36109;38564;39510	2064;2065;2066;3553;6128;6129;6465;8601;8602;19210;21629;26337;26338;39751;39752;40356;43445;43446;44408;44529;44530;44531;55394;55395;59246;60671	2153;2154;2155;3661;6312;6313;6650;8835;8836;19731;22203;27087;27088;40770;40771;41382;44571;44572;45545;45666;45667;45668;56818;56819;60798;62251	2155;3661;6313;6650;8835;19731;22203;27088;40771;41382;44572;45545;45666;45668;56819;60798;62251	95;96;97	164;169;477
O43181	O43181	4	4	4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	NDUFS4	>sp|O43181|NDUS4_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Homo sapiens GN=NDUFS4 PE=1 SV=1	1	4	4	4	25.7	25.7	25.7	20.108	175	175	7.33				2			2				2								0	22.986	39741	28950	26224	28807	39741	28950	26224	28807	4	4	4	4	419920000	6				289	6718;19613;25201;25833	True;True;True;True	7021;20481;26524;27192	10840;10841;31847;40987;42005;42006	11140;11141;32701;42053;43094;43095	11140;32701;42053;43094		
O43237	O43237	12	12	12	Cytoplasmic dynein 1 light intermediate chain 2	DYNC1LI2	>sp|O43237|DC1L2_HUMAN Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens GN=DYNC1LI2 PE=1 SV=1	1	12	12	12	27.4	27.4	27.4	54.099	492	492	9.89				1	2	2	1	2	4		1			1	1		1	2	0	119.24	65472	75041	77049	77819	65472	75041	77049	77819	13	13	13	13	1993300000	19				290	3025;4397;11996;18462;18810;22378;23289;25321;25509;27975;33277;34826	True;True;True;True;True;True;True;True;True;True;True;True	3159;4601;12537;19292;19293;19650;23357;24298;26647;26846;29439;34981;36623	4907;7065;19289;30069;30070;30573;30574;36175;37545;37546;41172;41173;41174;41175;41483;45346;53608;56162	5052;7270;19812;30895;30896;31407;31408;37130;38526;38527;42239;42240;42241;42242;42243;42554;46493;54979;57602	5052;7270;19812;30896;31408;37130;38527;42241;42554;46493;54979;57602	98	482
O43242	O43242	18	18	18	26S proteasome non-ATPase regulatory subunit 3	PSMD3	>sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2	1	18	18	18	32.8	32.8	32.8	60.977	534	534	10	2	4				1	2		1	5	2	1		7	3		1	1	0	110.83	103350	109470	108810	125920	103350	109470	108810	125920	18	18	18	18	7357300000	30				291	1567;1829;3697;3714;7819;7820;8520;8641;10570;13951;16606;16668;22427;24272;32267;32469;32470;32500	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1630;1903;3862;3880;8163;8164;8902;9030;11041;14565;17356;17420;23407;25446;33914;34127;34128;34160	2576;2993;2994;5986;5987;6015;6016;12621;12622;12623;13711;13885;16959;22458;22459;22460;27207;27315;27316;36243;36244;39325;51934;52264;52265;52266;52317;52318;52319;52320	2669;3091;3092;6170;6171;6199;6200;12987;12988;12989;14098;14275;17420;23060;23061;23062;27980;28103;28104;37198;37199;40337;53253;53608;53609;53610;53661;53662;53663;53664	2669;3091;6170;6200;12987;12989;14098;14275;17420;23061;27980;28103;37199;40337;53253;53608;53609;53662		
O43251;Q9NWB1;A6NFN3	O43251;Q9NWB1;A6NFN3	3;3;2	3;3;2	3;3;2	RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog 1;RNA binding protein fox-1 homolog 3	RBFOX2;RBFOX1;RBFOX3	>sp|O43251|RFOX2_HUMAN RNA binding protein fox-1 homolog 2 OS=Homo sapiens GN=RBFOX2 PE=1 SV=3;>sp|Q9NWB1|RFOX1_HUMAN RNA binding protein fox-1 homolog 1 OS=Homo sapiens GN=RBFOX1 PE=1 SV=2;>sp|A6NFN3|RFOX3_HUMAN RNA binding protein fox-1 homolog 3 OS=Homo	3	3	3	3	8.2	8.2	8.2	41.373	390	390;397;312	8.4		1	2														2		0	29.814	35628	23752	25057	34295	35628	23752	25057	34295	3	3	3	3	455960000	5				292	10731;11750;17918	True;True;True	11208;12273;18728	17210;18850;18851;29295;29296	17680;19366;19367;30103;30104	17680;19366;30103		
O43252	O43252	11	11	10	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	PAPSS1	>sp|O43252|PAPS1_HUMAN Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2	1	11	11	10	23.1	23.1	20.8	70.832	624	624	11.3		1	1		2		2					2	4		2	1	2	1	0	76.728	46560	63591	64132	71921	46560	63591	64132	71921	11	11	11	11	1850200000	18				293	3820;4441;5005;5647;7191;8257;11426;11828;25561;32761;38110	True;True;True;True;True;True;True;True;True;True;True	3995;4646;5231;5910;7510;8611;11934;12358;26898;34438;40071	6187;6188;7150;8045;8046;9103;11587;13264;13265;18309;18310;19003;41558;41559;41560;41561;52764;61567	6372;6373;7361;8275;8276;9374;11904;13641;13642;18812;18813;19520;42630;42631;42632;42633;54119;63195	6372;7361;8276;9374;11904;13641;18813;19520;42631;54119;63195		
O43264	O43264	8	8	8	Centromere/kinetochore protein zw10 homolog	ZW10	>sp|O43264|ZW10_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3	1	8	8	8	8.1	8.1	8.1	88.828	779	779	9.91		1		1	2	1		1						1	2		1	1	0	17.953	30959	30847	35221	38868	30959	30847	35221	38868	7	7	7	7	745980000	11				294	2383;5951;19077;22680;25331;25332;39293;39518	True;True;True;True;True;True;True;True	2487;6224;19923;23668;26658;26659;41301;41530	3901;9572;9573;9574;30950;36616;36617;41188;41189;63487;63835	4028;9852;9853;9854;31785;37574;37575;42256;42257;65164;65513	4028;9852;31785;37574;42256;42257;65164;65513		
O43272	O43272	1	1	1	Proline dehydrogenase 1, mitochondrial	PRODH	>sp|O43272|PROD_HUMAN Proline dehydrogenase 1, mitochondrial OS=Homo sapiens GN=PRODH PE=1 SV=3	1	1	1	1	2	2	2	68.001	600	600	11											1								0.00041161	3.3773	0	0	0	0	0	0	0	0	0	0	0	0	28775000	1				295	36985	True	38901	59773	61333	61333		
O43290	O43290	16	16	16	U4/U6.U5 tri-snRNP-associated protein 1	SART1	>sp|O43290|SNUT1_HUMAN U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1	1	16	16	16	28.5	28.5	28.5	90.254	800	800	9.27		1	3	3		1		3			2	1	2	3		2	1		0	192.98	95675	64762	69846	73323	95675	64762	69846	73323	14	14	14	14	2323000000	22				296	516;6327;6459;7074;12604;15295;19394;22274;23698;24573;27777;28750;31140;33742;34231;34481	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	535;6614;6749;7385;13163;15978;20255;23247;24721;25822;29220;30234;32720;35471;35991;36256	819;10189;10190;10393;11390;11391;20280;24960;31489;36012;36013;38179;38180;39885;45034;46475;50177;54438;55225;55226;55616;55617	846;10482;10483;10689;11699;11700;20826;25645;32334;36962;36963;39176;39177;40905;46180;47632;51435;55843;56646;56647;57044;57045	846;10482;10689;11700;20826;25645;32334;36963;39177;40905;46180;47632;51435;55843;56646;57044		
O43292	O43292	5	5	5	Glycosylphosphatidylinositol anchor attachment 1 protein	GPAA1	>sp|O43292|GPAA1_HUMAN Glycosylphosphatidylinositol anchor attachment 1 protein OS=Homo sapiens GN=GPAA1 PE=1 SV=3	1	5	5	5	10.5	10.5	10.5	67.622	621	621	8.17		2					1	1						1		1			0	28.488	39040	27865	25714	27713	39040	27865	25714	27713	4	4	4	4	481450000	6				297	11973;12625;18236;35001;39203	True;True;True;True;True	12510;13184;19051;36811;41206	19229;20313;29751;29752;56448;63327	19750;20859;30575;30576;57894;64998	19750;20859;30575;57894;64998	99	123
O43293	O43293	1	1	1	Death-associated protein kinase 3	DAPK3	>sp|O43293|DAPK3_HUMAN Death-associated protein kinase 3 OS=Homo sapiens GN=DAPK3 PE=1 SV=1	1	1	1	1	2	2	2	52.535	454	454	7							1												0.0039048	1.8645	5395.3	4553.6	4498.3	5964.5	5395.3	4553.6	4498.3	5964.5	1	1	1	1	11763000	1				298	20692	True	21598	33574	34464	34464		
O43294	O43294	2	2	2	Transforming growth factor beta-1-induced transcript 1 protein	TGFB1I1	>sp|O43294|TGFI1_HUMAN Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens GN=TGFB1I1 PE=1 SV=2	1	2	2	2	3.5	3.5	3.5	49.814	461	461	2.33		2	1																0.00041615	3.5473	0	0	0	0	0	0	0	0	0	0	0	0	23637000	3				299	4576;7199	True;True	4787;7518	7365;7366;11597	7581;7582;11914	7581;11914		
O43298	O43298	2	2	2	Zinc finger and BTB domain-containing protein 43	ZBTB43	>sp|O43298|ZBT43_HUMAN Zinc finger and BTB domain-containing protein 43 OS=Homo sapiens GN=ZBTB43 PE=1 SV=1	1	2	2	2	4.5	4.5	4.5	52.63	467	467	16														1				1	0	8.7015	0	0	0	0	0	0	0	0	0	0	0	0	31258000	2				300	35593;38274	True;True	37430;40239	57440;61818	58939;63449	58939;63449		
O43299	O43299	1	1	1	AP-5 complex subunit zeta-1	AP5Z1	>sp|O43299|AP5Z1_HUMAN AP-5 complex subunit zeta-1 OS=Homo sapiens GN=AP5Z1 PE=1 SV=2	1	1	1	1	1.1	1.1	1.1	88.604	807	807	10										1									0.00077912	2.5038	4961	6206.6	5893.1	6701.6	4961	6206.6	5893.1	6701.6	1	1	1	1	33564000	1				301	3267	True	3416	5292	5448	5448		
O43306;O95622	O43306;O95622	4;2	4;2	4;2	Adenylate cyclase type 6;Adenylate cyclase type 5	ADCY6;ADCY5	>sp|O43306|ADCY6_HUMAN Adenylate cyclase type 6 OS=Homo sapiens GN=ADCY6 PE=1 SV=2;>sp|O95622|ADCY5_HUMAN Adenylate cyclase type 5 OS=Homo sapiens GN=ADCY5 PE=1 SV=3	2	4	4	4	3.2	3.2	3.2	130.61	1168	1168;1261	6.5		1					2			1									0	6.3123	22473	15546	16802	15935	22473	15546	16802	15935	2	2	2	2	88381000	4				302	6035;20619;21426;27866	True;True;True;True	6311;21523;22351;29319	9729;33457;34683;45178	10013;34346;35586;46325	10013;34346;35586;46325		
O43310	O43310	1	1	1	CBP80/20-dependent translation initiation factor	CTIF	>sp|O43310|CTIF_HUMAN CBP80/20-dependent translation initiation factor OS=Homo sapiens GN=CTIF PE=1 SV=1	1	1	1	1	2.2	2.2	2.2	67.586	598	598	16																1			0.0007857	2.6306	0	0	0	0	0	0	0	0	0	0	0	0	11013000	1				303	14506	True	15150	23508	24158	24158		
O43314	O43314	6	6	3	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	PPIP5K2	>sp|O43314|VIP2_HUMAN Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens GN=PPIP5K2 PE=1 SV=3	1	6	6	3	4.3	4.3	2.7	140.41	1243	1243	14.4						1									2	3	1		0	17.142	32068	38241	39513	38177	32068	38241	39513	38177	5	5	5	5	416850000	7				304	9823;9894;18739;18740;32023;37223	True;True;True;True;True;True	10257;10333;19575;19576;33664;39147	15758;15759;15871;30460;30461;51571;60151	16193;16194;16309;31291;31292;52865;61728	16194;16309;31291;31292;52865;61728		
O43318	O43318	1	1	1	Mitogen-activated protein kinase kinase kinase 7	MAP3K7	>sp|O43318|M3K7_HUMAN Mitogen-activated protein kinase kinase kinase 7 OS=Homo sapiens GN=MAP3K7 PE=1 SV=1	1	1	1	1	2.1	2.1	2.1	67.195	606	606	15															1				0.00096488	2.3819	7618.5	8501.7	7577.4	9318	7618.5	8501.7	7577.4	9318	1	1	1	1	56194000	1				305	5684	True	5949	9153	9425	9425		
O43324	O43324	3	3	3	Eukaryotic translation elongation factor 1 epsilon-1	EEF1E1	>sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens GN=EEF1E1 PE=1 SV=1	1	3	3	3	14.4	14.4	14.4	19.81	174	174	7		1	1							1			1						0	27.677	17116	18511	18015	20064	17116	18511	18015	20064	2	2	2	2	429640000	4				306	1607;9430;26801	True;True;True	1673;9847;28207	2636;15110;43586;43587	2729;15512;44714;44715	2729;15512;44714		
O43353	O43353	2	2	2	Receptor-interacting serine/threonine-protein kinase 2	RIPK2	>sp|O43353|RIPK2_HUMAN Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens GN=RIPK2 PE=1 SV=2	1	2	2	2	4.3	4.3	4.3	61.194	540	540	11.5							1									1			0	7.5046	3429.1	4392.7	5057.4	4398.1	3429.1	4392.7	5057.4	4398.1	1	1	1	1	49438000	2				307	11342;22481	True;True	11848;23464	18179;36331	18681;37287	18681;37287		
O43379	O43379	1	1	1	WD repeat-containing protein 62	WDR62	>sp|O43379|WDR62_HUMAN WD repeat-containing protein 62 OS=Homo sapiens GN=WDR62 PE=1 SV=4	1	1	1	1	0.6	0.6	0.6	165.95	1518	1518	7							1												0.0017065	2.1277	0	0	0	0	0	0	0	0	0	0	0	0	12258000	1				308	20776	True	21684	33707	34597	34597		
O43390	O43390	27	18	18	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	>sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	1	27	18	18	40.4	29.7	29.7	70.942	633	633	10.3	1	2				2	3	3	2	11	8	2		2	2	4		1	0	155.28	284590	187470	176130	200450	284590	187470	176130	200450	38	38	38	38	23297000000	46				309	546;547;1226;2346;5478;6233;6345;6974;8408;8741;11693;13786;17197;19476;20218;20951;21819;25483;29627;30241;30242;33311;33578;33771;37272;37604;38836	False;False;False;True;True;True;False;True;True;True;False;True;False;True;False;True;True;True;False;True;True;False;True;True;True;True;True	566;567;1276;2440;5719;6518;6632;7282;8785;9131;12213;14393;17976;20340;21101;21866;22767;22768;26818;31141;31142;31782;31783;35019;35301;35500;39197;39543;40824	862;863;1995;3797;8783;8784;10034;10035;10215;10216;11231;11232;11233;11234;13548;13549;13550;13551;14033;14034;18742;18743;22164;28179;28180;28181;28182;31629;31630;32793;32794;32795;32796;33972;33973;33974;33975;33976;35315;35316;35317;41440;41441;47810;47811;47812;47813;47814;47815;48741;48742;48743;53677;53678;53679;54181;54182;54183;54184;54481;54482;60223;60224;60719;62741;62742;62743	890;891;2082;2083;3917;9037;9038;9039;10326;10327;10508;10509;11535;11536;11537;11538;13934;13935;13936;13937;14424;14425;19249;19250;22760;28980;28981;28982;28983;32476;32477;33670;33671;33672;33673;33674;34868;34869;34870;34871;34872;36255;36256;36257;42509;42510;42511;42512;48988;48989;48990;48991;48992;48993;49931;49932;49933;55049;55050;55051;55581;55582;55583;55584;55888;55889;61802;61803;62299;64389;64390;64391	890;891;2082;3917;9037;10326;10509;11536;13937;14425;19250;22760;28983;32477;33674;34872;36257;42511;48991;49932;49933;55049;55584;55888;61802;62299;64391	100;101	102;198
O43395	O43395	17	17	17	U4/U6 small nuclear ribonucleoprotein Prp3	PRPF3	>sp|O43395|PRPF3_HUMAN U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2	1	17	17	17	31.3	31.3	31.3	77.528	683	683	11		2	1	3	1	2	1	1	1	1			3	2		3	4	3	0	126.48	144440	96818	104740	111030	144440	96818	104740	111030	16	16	16	16	3988200000	28				310	64;4220;5768;6151;7799;9166;10952;17166;19293;20421;22121;22246;27483;27789;34717;36638;37470	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	64;4418;6034;6433;8143;9572;11437;17945;20146;21314;23091;23219;28920;29232;36508;38527;39406	95;96;6787;6788;9269;9270;9917;9918;12590;12591;14705;17552;17553;28134;31294;31295;33128;35786;35787;35972;44608;45049;45050;55970;55971;59184;59185;60526	95;96;6974;6975;9542;9543;10208;10209;12956;12957;15105;18033;18034;28935;32132;32133;34011;36731;36732;36922;45748;46195;46196;57402;57403;60735;60736;62105	95;6974;9542;10209;12957;15105;18033;28935;32133;34011;36732;36922;45748;46196;57402;60735;62105		
O43396	O43396	6	6	6	Thioredoxin-like protein 1	TXNL1	>sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens GN=TXNL1 PE=1 SV=3	1	6	6	6	36	36	36	32.251	289	289	6.73			2	2				3	4										0	74.816	56155	73614	61372	70454	56155	73614	61372	70454	10	10	10	10	2392300000	11				311	10675;10698;13846;15116;30100;36043	True;True;True;True;True;True	11150;11174;14454;14455;15795;31637;37896	17126;17162;22265;22266;22267;22268;24664;24665;48530;58138;58139	17595;17632;22861;22862;22863;22864;25337;25338;49716;59649;59650	17595;17632;22863;25337;49716;59649	102;103	124;127
O43399	O43399	9	9	9	Tumor protein D54	TPD52L2	>sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2	1	9	9	9	40.3	40.3	40.3	22.237	206	206	10.6		2		2	1								4	1	2			2	0	73.8	60618	75432	69477	73670	60618	75432	69477	73670	11	11	11	11	4132500000	14				312	793;12626;13943;18838;20322;20431;34263;34372;35568	True;True;True;True;True;True;True;True;True	822;13185;14556;19679;21211;21324;36024;36142;37404	1283;20314;22446;30609;30610;30611;32955;32956;33149;33150;55269;55270;55444;57395	1320;20860;23048;31443;31444;31445;33834;33835;34034;34035;56690;56691;56868;58893	1320;20860;23048;31443;33834;34034;56690;56868;58893		
O43402	O43402	4	4	4	ER membrane protein complex subunit 8	EMC8	>sp|O43402|EMC8_HUMAN ER membrane protein complex subunit 8 OS=Homo sapiens GN=EMC8 PE=1 SV=1	1	4	4	4	21.9	21.9	21.9	23.773	210	210	7.5			1	1			1									1			0	40.002	26690	19671	18113	18608	26690	19671	18113	18608	4	4	4	4	871910000	4				313	14847;16598;23152;36349	True;True;True;True	15514;17347;24156;38224	24216;27189;37333;58721	24882;27962;38310;60256	24882;27962;38310;60256		
O43422	O43422	1	1	1	52 kDa repressor of the inhibitor of the protein kinase	PRKRIR	>sp|O43422|P52K_HUMAN 52 kDa repressor of the inhibitor of the protein kinase OS=Homo sapiens GN=THAP12 PE=1 SV=2	1	1	1	1	1.8	1.8	1.8	87.703	761	761	17																	1		0	12.473	0	0	0	0	0	0	0	0	0	0	0	0	62926000	1				314	28689	True	30173	46393	47550	47550		
O43426	O43426	1	1	1	Synaptojanin-1	SYNJ1	>sp|O43426|SYNJ1_HUMAN Synaptojanin-1 OS=Homo sapiens GN=SYNJ1 PE=1 SV=2	1	1	1	1	0.5	0.5	0.5	173.1	1573	1573	5					1														0.0091859	1.5079	0	0	0	0	0	0	0	0	0	0	0	0	15516000	1				315	23487	True	24499	37874	38868	38868		
